"availability","description","features","brand","name","id","price","categories__001","categories__002","categories__003","categories__004","categories__005","image","images__001","images__002","images__003","images__004","images__005","images__006"
"Wysyłamy w ciągu 2-21 dni","Strumień świetlny: 1950 lm\n\nNapięcie Wej.: 230 V\n\nDiody LED -typ: Osram\n\nMateriał klosza: PC struktura\n\nMateriał obudowy: Odlew aluminiowy malowany proszkowo\n\nŚrednica: 24,5 cm\n\nGłębokość: 45 cm\n\nWysokość: 236-336 cm\n\nTrwałość: 50000 h\n\nMoc: 17,5 W","Opis\n\nStyl\n    Nowoczesny\nKolor\n    Metaliczny","Norlys","Oprawa słupowa KOSTER grafit","27374","1954","Strona główna","Oświetlenie","Lampy zewnętrzne","Stojące zewnętrzne","Oprawa słupowa KOSTER grafit","https://jasniej.com/74464-large_01resp/oprawa-slupowa-koster-grafit.jpg","https://jasniej.com/74464-medium_01resp/oprawa-slupowa-koster-grafit.jpg","https://jasniej.com/74465-medium_01resp/oprawa-slupowa-koster-grafit.jpg","https://jasniej.com/74466-medium_01resp/oprawa-slupowa-koster-grafit.jpg","","",""
"Wysyłamy w ciągu 2-21dni","Strumień świetlny: 556 lm\n\nNapięcie Wej.: 230 V\n\nMateriał obudowy: Odlew aluminiowy malowany proszkowo\n\nMateriał klosza: PC\n\nWysokość: 95 cm\n\nŚrednica:24 cm\n\nMoc: 21,8 W","Opis\n\nStyl\n    Nowoczesny\nKolor\n    Srebrny","Norlys","Oprawa słupkowa NARVIK aluminium","27372","2163","Strona główna","Oświetlenie","Lampy zewnętrzne","Stojące zewnętrzne","Oprawa słupkowa NARVIK aluminium","https://jasniej.com/74457-large_01resp/oprawa-slupkowa-narvik-aluminium.jpg","https://jasniej.com/74457-medium_01resp/oprawa-slupkowa-narvik-aluminium.jpg","https://jasniej.com/74458-medium_01resp/oprawa-slupkowa-narvik-aluminium.jpg","https://jasniej.com/74459-medium_01resp/oprawa-slupkowa-narvik-aluminium.jpg","https://jasniej.com/74460-medium_01resp/oprawa-slupkowa-narvik-aluminium.jpg","",""
"Wysyłamy w ciągu 2-21 dni","Diody LED -typ: Osram\n\nMateriał klosza: PC struktura\n\nMateriał obudowy: Odlew aluminiowy malowany proszkowo\n\nŚrednica: 24,5 cm\n\nGłębokość: 45 cm\n\nWysokość: 236-336 cm\n\nTrwałość: 50000 h\n\nMoc: 17,5 W","Opis\n\nStyl\n    Nowoczesny\nKolor\n    Srebrny","Norlys","Oprawa słupowa KOSTER alu","27373","1954","Strona główna","Oświetlenie","Lampy zewnętrzne","Stojące zewnętrzne","Oprawa słupowa KOSTER alu","https://jasniej.com/74461-large_01resp/oprawa-slupowa-koster-alu.jpg","https://jasniej.com/74461-medium_01resp/oprawa-slupowa-koster-alu.jpg","https://jasniej.com/74462-medium_01resp/oprawa-slupowa-koster-alu.jpg","https://jasniej.com/74463-medium_01resp/oprawa-slupowa-koster-alu.jpg","","",""
"Wysyłamy w ciągu 2-21 dni","Strumień świetlny: 252 lm\n\nNapięcie Wej.: 230 V\n\nMateriał obudowy: Stal ocynkowana ogniowo i malowana proszkowo\n\nMateriał klosza: PC\n\nWysokość: 85 cm\n\nSzerokość: 12 cm\n\nDługość: 12 cm\n\nŚciemnianie DIM\n\nMoc: 10 W","Opis\n\nStyl\n    Nowoczesny\nKolor\n    Czarny","Norlys","Oprawa słupkowa HALMSTAD czarny","27370","1512","Strona główna","Oświetlenie","Lampy zewnętrzne","Stojące zewnętrzne","Oprawa słupkowa HALMSTAD czarny","https://jasniej.com/74451-large_01resp/oprawa-slupkowa-halmstad-czarny.jpg","https://jasniej.com/74451-medium_01resp/oprawa-slupkowa-halmstad-czarny.jpg","https://jasniej.com/74452-medium_01resp/oprawa-slupkowa-halmstad-czarny.jpg","https://jasniej.com/74453-medium_01resp/oprawa-slupkowa-halmstad-czarny.jpg","","",""
"Wysyłamy w ciagu 2-21 dni","Napięcie Wej.: 230 V\n\nMateriał obudowy: Stal ocynkowana ogniowo i malowana proszkowo\n\nMateriał klosza: PC\n\nMateriał: Sosna skandynawska impregnowana i malowana\n\nDługość: 12 cm\n\nWysokość: 85 cm\n\nSzerokość: 12 cm\n\nMoc: 46 W","Opis\n\nStyl\n    Nowoczesny\nKolor\n    Biały","Norlys","Oprawa słupkowa HALMSTAD WOOD ocynk","27371","1375","Strona główna","Oświetlenie","Lampy zewnętrzne","Stojące zewnętrzne","Oprawa słupkowa HALMSTAD WOOD ocynk","https://jasniej.com/74454-large_01resp/oprawa-slupkowa-halmstad-wood-ocynk.jpg","https://jasniej.com/74454-medium_01resp/oprawa-slupkowa-halmstad-wood-ocynk.jpg","https://jasniej.com/74455-medium_01resp/oprawa-slupkowa-halmstad-wood-ocynk.jpg","https://jasniej.com/74456-medium_01resp/oprawa-slupkowa-halmstad-wood-ocynk.jpg","","",""
"Wysyłamy w ciągu 2-21dni","Napięcie Wej.: 230 V\n\nMateriał obudowy: Aluminium\n\nMateriał klosza: PC\n\nWysokość: 165-254 cm\n\nSzerokość:65 cm\n\nMoc: 46 W","Opis\n\nStyl\n    Modern Classic\nKolor\n    Biały","Norlys","Oprawa słupowa BOLONIA biała mleczna","27369","2718","Strona główna","Oświetlenie","Lampy zewnętrzne","Stojące zewnętrzne","Oprawa słupowa BOLONIA biała mleczna","https://jasniej.com/74448-large_01resp/oprawa-slupowa-bolonia-biala-mleczna.jpg","https://jasniej.com/74448-medium_01resp/oprawa-slupowa-bolonia-biala-mleczna.jpg","https://jasniej.com/74449-medium_01resp/oprawa-slupowa-bolonia-biala-mleczna.jpg","https://jasniej.com/74450-medium_01resp/oprawa-slupowa-bolonia-biala-mleczna.jpg","","",""
"Wysyłamy w ciągu 2-21 dni","","Opis\n\nStyl\n    Nowoczesny\nKolor\n    Czarny","Norlys","Oprawa słupowa BOLONIA czarna","27368","2718","Strona główna","Oświetlenie","Lampy zewnętrzne","Stojące zewnętrzne","Oprawa słupowa BOLONIA czarna","https://jasniej.com/74445-large_01resp/oprawa-slupowa-bolonia-czarna-.jpg","https://jasniej.com/74445-medium_01resp/oprawa-slupowa-bolonia-czarna-.jpg","https://jasniej.com/74446-medium_01resp/oprawa-slupowa-bolonia-czarna-.jpg","https://jasniej.com/74447-medium_01resp/oprawa-slupowa-bolonia-czarna-.jpg","","",""
"Wysyłamy w ciągu 2-21 dni","Napięcie Wej.: 230 V\n\nMateriał obudowy: Stal - cynkowana ogniowo\n\nMateriał klosza: PC\n\nMateriał: Sosna skandynawska malowana\n\nŚrednica: 15 cm\n\nWysokość: 49 cm","Opis\n\nStyl\n    Nowoczesny\nKolor\n    Brązowy","Norlys","Oprawa ogrodowa ALTA drewno/ocynk","27364","1141","Strona główna","Oświetlenie","Lampy zewnętrzne","Stojące zewnętrzne","Oprawa ogrodowa ALTA drewno/ocynk","https://jasniej.com/74434-large_01resp/oprawa-ogrodowa-alta-drewnoocynk.jpg","https://jasniej.com/74434-medium_01resp/oprawa-ogrodowa-alta-drewnoocynk.jpg","https://jasniej.com/74435-medium_01resp/oprawa-ogrodowa-alta-drewnoocynk.jpg","","","",""
"Wysyłamy w ciągu 2-21 dni","Napięcie zasilania: 230\n\nMateriał klosza: Szkło hartowane\n\nMateriał obudowy: Aluminium\n\nGrubość: 12 cm\n\nSzerokość: 24 cm\n\nWysokość: 95 cm","Opis\n\nStyl\n    Nowoczesny\nKolor\n    Srebrny","Norlys","Oprawa NAMSOS aluminium","27361","1564","Strona główna","Oświetlenie","Lampy zewnętrzne","Stojące zewnętrzne","Oprawa NAMSOS aluminium","https://jasniej.com/74424-large_01resp/oprawa-namsos-grafit.jpg","https://jasniej.com/74424-medium_01resp/oprawa-namsos-grafit.jpg","https://jasniej.com/74425-medium_01resp/oprawa-namsos-grafit.jpg","https://jasniej.com/74426-medium_01resp/oprawa-namsos-grafit.jpg","","",""
"Wysyłamy w ciągu 2-21dni","Napięcie Wej.: 230 V\n\nMateriał obudowy: Stal\n\nMateriał klosza: PC\n\nMateriał: Sosna skandynawska impregnowana\n\nŚrednica: 15 cm\n\nWysokość: 49 cm\n\nMoc: 46 W","Opis\n\nStyl\n    Nowoczesny\nKolor\n    Czarny","Norlys","Oprawa ogrodowa ALTA drewno impregnowane/czarny","27365","1141","Strona główna","Oświetlenie","Lampy zewnętrzne","Stojące zewnętrzne","Oprawa ogrodowa ALTA drewno impregnowane/czarny","https://jasniej.com/74436-large_01resp/oprawa-ogrodowa-alta-drewno-impregnowaneczarny.jpg","https://jasniej.com/74436-medium_01resp/oprawa-ogrodowa-alta-drewno-impregnowaneczarny.jpg","https://jasniej.com/74437-medium_01resp/oprawa-ogrodowa-alta-drewno-impregnowaneczarny.jpg","https://jasniej.com/74438-medium_01resp/oprawa-ogrodowa-alta-drewno-impregnowaneczarny.jpg","","",""
"Wysyłamy w ciągu 2-21 dni","Napięcie zasilania: 230\n\nMateriał klosza: Szkło hartowane\n\nMateriał obudowy: Aluminium\n\nGrubość: 12 cm\n\nSzerokość: 24 cm\n\nWysokość: 65 cm","Opis\n\nStyl\n    Nowoczesny\nKolor\n    Metaliczny","Norlys","Oprawa NAMSOS grafit","27360","1288","Strona główna","Oświetlenie","Lampy zewnętrzne","Stojące zewnętrzne","Oprawa NAMSOS grafit","https://jasniej.com/74418-large_01resp/oprawa-namsos-grafit.jpg","https://jasniej.com/74418-medium_01resp/oprawa-namsos-grafit.jpg","https://jasniej.com/74419-medium_01resp/oprawa-namsos-grafit.jpg","https://jasniej.com/74420-medium_01resp/oprawa-namsos-grafit.jpg","","",""
"Wysyłamy w ciągu 2-21 dni","Napięcie Wej.: 230 V\n\nMateriał obudowy: Stal\n\nMateriał klosza: PC\n\nMateriał: Sosna skandynawska malowana\n\nŚrednica: 15 cm\n\nWysokość: 49 cm","Opis\n\nStyl\n    Nowoczesny\nKolor\n    Czarny","Norlys","Oprawa ogrodowa ALTA drewno/czarna","27363","1141","Strona główna","Oświetlenie","Lampy zewnętrzne","Stojące zewnętrzne","Oprawa ogrodowa ALTA drewno/czarna","https://jasniej.com/74430-large_01resp/oprawa-ogrodowa-alta-drewnoczarna.jpg","https://jasniej.com/74430-medium_01resp/oprawa-ogrodowa-alta-drewnoczarna.jpg","https://jasniej.com/74432-medium_01resp/oprawa-ogrodowa-alta-drewnoczarna.jpg","https://jasniej.com/74433-medium_01resp/oprawa-ogrodowa-alta-drewnoczarna.jpg","","",""
"Wysyłamy w ciągu 2-21 dni","Strumień świetlny: 826 lm\n\nNapięcie Wej.: 230 V\n\nMateriał klosza: PMMA\n\nMateriał obudowy: Aluminium\n\nŚrednica: 6 cm\n\nWysokość: 49 cm","Opis\n\nStyl\n    Nowoczesny\nKolor\n    Czarny","Norlys","Lampa ogrodowa EGERSUND MINI grafit","27358","1468","Strona główna","Oświetlenie","Lampy zewnętrzne","Stojące zewnętrzne","Lampa ogrodowa EGERSUND MINI grafit","https://jasniej.com/74411-large_01resp/lampa-ogrodowa-egersund-mini-grafit.jpg","https://jasniej.com/74411-medium_01resp/lampa-ogrodowa-egersund-mini-grafit.jpg","https://jasniej.com/74412-medium_01resp/lampa-ogrodowa-egersund-mini-grafit.jpg","https://jasniej.com/74413-medium_01resp/lampa-ogrodowa-egersund-mini-grafit.jpg","https://jasniej.com/74414-medium_01resp/lampa-ogrodowa-egersund-mini-grafit.jpg","",""
"Wysyłamy w ciągu 2-21 dni","Napięcie Wej.: 230 V\n\nMateriał klosza: Polimetakryl\n\nMateriał obudowy: Aluminium\n\nWysokość: 50 cm\n\nŚrednica: 20 cm\n\nTrzonek: E27","Opis\n\nStyl\n    Nowoczesny\nKolor\n    Czarny","Norlys","Lampa ogrodowa STAVANGER grafit","27357","1289","Strona główna","Oświetlenie","Lampy zewnętrzne","Stojące zewnętrzne","Lampa ogrodowa STAVANGER grafit","https://jasniej.com/74408-large_01resp/lampa-ogrodowa-stavanger-grafit.jpg","https://jasniej.com/74408-medium_01resp/lampa-ogrodowa-stavanger-grafit.jpg","https://jasniej.com/74409-medium_01resp/lampa-ogrodowa-stavanger-grafit.jpg","https://jasniej.com/74410-medium_01resp/lampa-ogrodowa-stavanger-grafit.jpg","","",""
"Wysyłamy w ciągu 2-21 dni","Strumień świetlny: 826 lm\n\nNapięcie Wej.: 230 V\n\nMateriał obudowy: Aluminium\n\nMateriał klosza: PMMA\n\nŚrednica: 6 cm\n\nWysokość: 49 cm","Opis\n\nStyl\n    Nowoczesny\nKolor\n    Srebrny","Norlys","Lampa ogrodowa EGERSUND MINI aluminium","27359","1468","Strona główna","Oświetlenie","Lampy zewnętrzne","Stojące zewnętrzne","Lampa ogrodowa EGERSUND MINI aluminium","https://jasniej.com/74415-large_01resp/lampa-ogrodowa-egersund-mini-aluminium.jpg","https://jasniej.com/74415-medium_01resp/lampa-ogrodowa-egersund-mini-aluminium.jpg","https://jasniej.com/74416-medium_01resp/lampa-ogrodowa-egersund-mini-aluminium.jpg","https://jasniej.com/74417-medium_01resp/lampa-ogrodowa-egersund-mini-aluminium.jpg","","",""
"Wysyłamy w ciągu 2-21dni","Napięcie Wej.: 230 V\n\nMateriał klosza: PC\n\nMateriał obudowy: Aluminium\n\nWysokość: 85 cm\n\nMoc: 9,5 W","Opis\n\nStyl\n    Nowoczesny\nKolor\n    Metaliczny","Norlys","Lampa ogrodowa ASKER grafit","27355","891","Strona główna","Oświetlenie","Lampy zewnętrzne","Stojące zewnętrzne","Lampa ogrodowa ASKER grafit","https://jasniej.com/74403-large_01resp/lampa-ogrodowa-asker-grafit.jpg","https://jasniej.com/74403-medium_01resp/lampa-ogrodowa-asker-grafit.jpg","https://jasniej.com/74404-medium_01resp/lampa-ogrodowa-asker-grafit.jpg","https://jasniej.com/74405-medium_01resp/lampa-ogrodowa-asker-grafit.jpg","","",""
"Zamawiamy w ciągu 2-21dni","Strumień świetlny: 585 lm\n\nNapięcie Wej.: 230 V\n\nMateriał klosza: PC\n\nMateriał obudowy: Aluminium\n\nWysokość: 85 cm","Opis\n\nStyl\n    Nowoczesny\nKolor\n    Srebrny","Norlys","Lampa ogrodowa ASKER aluminium","27354","891","Strona główna","Oświetlenie","Lampy zewnętrzne","Stojące zewnętrzne","Lampa ogrodowa ASKER aluminium","https://jasniej.com/74399-large_01resp/lampa-ogrodowa-asker-aluminium.jpg","https://jasniej.com/74399-medium_01resp/lampa-ogrodowa-asker-aluminium.jpg","https://jasniej.com/74400-medium_01resp/lampa-ogrodowa-asker-aluminium.jpg","https://jasniej.com/74401-medium_01resp/lampa-ogrodowa-asker-aluminium.jpg","","",""
"Wysyłamy w ciągu 2-21 dni","Strumień świetlny: 308 lm\n\nNapięcie Wej.: 230 V\n\nMateriał: Aluminium, Poliwęglan PC\n\nWysokość: 28 cm\n\nŚrednica: 20 cm","Opis\n\nStyl\n    Nowoczesny\nKolor\n    Czarny","Norlys","Lampa ogrodowa LED STAVANGER","27348","1496.54","Strona główna","Oświetlenie","Lampy zewnętrzne","Stojące zewnętrzne","Lampa ogrodowa LED STAVANGER","https://jasniej.com/74378-large_01resp/lampa-ogrodowa-led-stavanger.jpg","https://jasniej.com/74378-medium_01resp/lampa-ogrodowa-led-stavanger.jpg","https://jasniej.com/74379-medium_01resp/lampa-ogrodowa-led-stavanger.jpg","","","",""
"Wysyłamy w 3- 4 dni","","Opis\n\nSzerokość\n    151\nLight source\n    LED 680 LM\nWysokość\n    800\nBarwa światła\n    3000\nGłębokość\n    151\nKolor\n    Szary","Maytoni","Royal Mile Landscape Lighting Grey LED 680","19201","688","Strona główna","Oświetlenie","Lampy zewnętrzne","Stojące zewnętrzne","Royal Mile Landscape Lighting Grey LED 680","https://jasniej.com/72025-large_01resp/royal-mile-landscape-lighting-grey-led-680-lm.jpg","https://jasniej.com/72025-medium_01resp/royal-mile-landscape-lighting-grey-led-680-lm.jpg","https://jasniej.com/72026-medium_01resp/royal-mile-landscape-lighting-grey-led-680-lm.jpg","","","",""
"Ask","Wymiary:220x95x405cm\n\nMateriał:włókno szklane\n\nLight source:\n\nKolor:biały\n\nWysokość siedzenia:\n\nGłębokość siedzenia:\n\nUwagi:\n\nSzerokość siedzenia:265\n\nDługość:265\n\nSzerokość:120\n\nWysokość:400","Opis\n\nStyl\n    Nowoczesny\nKolor\n    Biały","QeeBoo","Żyrafa lampa zewnętrzna Giraffe in Love 4","19592","150599","Strona główna","Oświetlenie","Lampy zewnętrzne","Stojące zewnętrzne","Żyrafa lampa zewnętrzna Giraffe in Love 4","https://jasniej.com/56188-large_01resp/19001wh.jpg","https://jasniej.com/56188-medium_01resp/19001wh.jpg","https://jasniej.com/57674-medium_01resp/19001wh.jpg","https://jasniej.com/58970-medium_01resp/19001wh.jpg","https://jasniej.com/60247-medium_01resp/19001wh.jpg","https://jasniej.com/60995-medium_01resp/19001wh.jpg","https://jasniej.com/61563-medium_01resp/19001wh.jpg"
"Wysyłamy w 3- 4 dni","","Opis\n\nLight source\n    1 x E27 60W\nŚrednica\n    182\nWysokość\n    405\nKolor\n    Czarny","Maytoni","Rivoli Landscape Lighting Black 1 x E27 60","19196","235","Strona główna","Oświetlenie","Lampy zewnętrzne","Stojące zewnętrzne","Rivoli Landscape Lighting Black 1 x E27 60","https://jasniej.com/72020-large_01resp/rivoli-landscape-lighting-black-1-x-e27-60w.jpg","https://jasniej.com/72020-medium_01resp/rivoli-landscape-lighting-black-1-x-e27-60w.jpg","","","","",""
"Wysyłamy w 3- 4 dni","","Opis\n\nSzerokość\n    151\nLight source\n    LED 330 LM\nWysokość\n    150\nBarwa światła\n    3000\nGłębokość\n    151\nKolor\n    Szary","Maytoni","Royal Mile Landscape Lighting Grey LED 330","19202","425","Strona główna","Oświetlenie","Lampy zewnętrzne","Stojące zewnętrzne","Royal Mile Landscape Lighting Grey LED 330","https://jasniej.com/72027-large_01resp/royal-mile-landscape-lighting-grey-led-330-lm.jpg","https://jasniej.com/72027-medium_01resp/royal-mile-landscape-lighting-grey-led-330-lm.jpg","https://jasniej.com/72028-medium_01resp/royal-mile-landscape-lighting-grey-led-330-lm.jpg","","","",""
"Wysyłamy w 3- 4 dni","","Opis\n\nLight source\n    1 x E27 60W\nŚrednica\n    180\nWysokość\n    1160\nKolor\n    Czarny","Maytoni","Abbey Road Landscape Lighting Black 1 x E2","19198","431","Strona główna","Oświetlenie","Lampy zewnętrzne","Stojące zewnętrzne","Abbey Road Landscape Lighting Black 1 x E2","https://jasniej.com/72022-large_01resp/abbey-road-landscape-lighting-black-1-x-e27-60w.jpg","https://jasniej.com/72022-medium_01resp/abbey-road-landscape-lighting-black-1-x-e27-60w.jpg","","","","",""
"Wysyłamy w 3- 4 dni","","Opis\n\nSzerokość\n    76\nLight source\n    1 x GU10 20W\nWysokość\n    75\nGłębokość\n    160\nKolor\n    Czarny","Maytoni","Scope Landscape Lighting Black 1 x GU10 20","19213","129","Strona główna","Oświetlenie","Lampy zewnętrzne","Stojące zewnętrzne","Scope Landscape Lighting Black 1 x GU10 20","https://jasniej.com/72054-large_01resp/scope-landscape-lighting-black-1-x-gu10-20w.jpg","https://jasniej.com/72054-medium_01resp/scope-landscape-lighting-black-1-x-gu10-20w.jpg","https://jasniej.com/72055-medium_01resp/scope-landscape-lighting-black-1-x-gu10-20w.jpg","","","",""
"10 dni","Producent: Lutec  \nNazwa: ARCTIC  \nSymbol: 7701301012  \nParametry\n\n  * średnica (mm): \n  * wysokość (mm): 120\n  * szerokość (mm): 180\n  * głębokość (mm): 180\n  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. 12W 650lm 4000K\n  * max moc źródła: 12 W\n  * napięcie: 230\n  * źródło w zestawie: LED zintegr.\n  * kolor lampy: Czarny mat\n  * materiał: aluminium/szkło\n  * IP: 67","Specyficzne kody","Lutec","ARCTIC STOJĄCA","8896","270.6","Strona główna","Oświetlenie","Lampy zewnętrzne","Stojące zewnętrzne","ARCTIC STOJĄCA","https://jasniej.com/19921-large_01resp/arctic-stojaca.jpg","https://jasniej.com/19921-medium_01resp/arctic-stojaca.jpg","https://jasniej.com/19922-medium_01resp/arctic-stojaca.jpg","https://jasniej.com/19923-medium_01resp/arctic-stojaca.jpg","","",""
"10 dni","Producent: Lutec  \nNazwa: DENVER  \nSymbol: 7704801012  \nParametry\n\n  * średnica (mm): \n  * wysokość (mm): 72\n  * szerokość (mm): 140\n  * głębokość (mm): 140\n  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. 12W 1030lm 4000K\n  * max moc źródła: 12 W\n  * napięcie: 230\n  * źródło w zestawie: LED zintegr.\n  * kolor lampy: Czarny mat\n  * materiał: aluminium/szkło\n  * IP: 67","Specyficzne kody","Lutec","DENVER STOJĄCA","8895","248.46","Strona główna","Oświetlenie","Lampy zewnętrzne","Stojące zewnętrzne","DENVER STOJĄCA","https://jasniej.com/19918-large_01resp/denver-stojaca.jpg","https://jasniej.com/19918-medium_01resp/denver-stojaca.jpg","https://jasniej.com/19919-medium_01resp/denver-stojaca.jpg","https://jasniej.com/19920-medium_01resp/denver-stojaca.jpg","","",""
"Wysyłamy w 3- 4 dni","","Opis\n\nSzerokość\n    180\nLight source\n    LED 520 LM\nWysokość\n    800\nBarwa światła\n    3000\nGłębokość\n    180\nKolor\n    Czarny","Maytoni","Baker Street Landscape Lighting Black LED","19204","856","Strona główna","Oświetlenie","Lampy zewnętrzne","Stojące zewnętrzne","Baker Street Landscape Lighting Black LED","https://jasniej.com/72031-large_01resp/baker-street-landscape-lighting-black-led-520-lm.jpg","https://jasniej.com/72031-medium_01resp/baker-street-landscape-lighting-black-led-520-lm.jpg","https://jasniej.com/72032-medium_01resp/baker-street-landscape-lighting-black-led-520-lm.jpg","","","",""
"10 dni","Producent: Lutec  \nNazwa: CYDOPS  \nSymbol: 7704212012  \nParametry\n\n  * średnica (mm): \n  * wysokość (mm): 51\n  * szerokość (mm): 110\n  * głębokość (mm): 110\n  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. 8W 580lm 4000K\n  * max moc źródła: 8 W\n  * napięcie: 230\n  * źródło w zestawie: LED zintegr.\n  * kolor lampy: Czarny mat\n  * materiał: aluminium/szkło\n  * IP: 67","Specyficzne kody","Lutec","CYDOPS STOJĄCA","8894","180.81","Strona główna","Oświetlenie","Lampy zewnętrzne","Stojące zewnętrzne","CYDOPS STOJĄCA","https://jasniej.com/19915-large_01resp/cydops-stojaca.jpg","https://jasniej.com/19915-medium_01resp/cydops-stojaca.jpg","https://jasniej.com/19916-medium_01resp/cydops-stojaca.jpg","https://jasniej.com/19917-medium_01resp/cydops-stojaca.jpg","","",""
"10 dni","Producent: Lutec  \nNazwa: STRATA  \nSymbol: 7704601012  \nParametry\n\n  * średnica (mm): \n  * wysokość (mm): 35\n  * szerokość (mm): 120\n  * głębokość (mm): 120\n  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. 9W 320lm 3000K\n  * max moc źródła: 9 W\n  * napięcie: 230\n  * źródło w zestawie: LED zintegr.\n  * kolor lampy: Czarny mat\n  * materiał: aluminium/szkło\n  * IP: 67","Specyficzne kody","Lutec","STRATA STOJĄCA","8893","91.02","Strona główna","Oświetlenie","Lampy zewnętrzne","Stojące zewnętrzne","STRATA STOJĄCA","https://jasniej.com/19912-large_01resp/strata-stojaca.jpg","https://jasniej.com/19912-medium_01resp/strata-stojaca.jpg","https://jasniej.com/19913-medium_01resp/strata-stojaca.jpg","https://jasniej.com/19914-medium_01resp/strata-stojaca.jpg","","",""
"10 dni","Producent: Lutec  \nNazwa: BERLIN  \nSymbol: 7700511012  \nParametry\n\n  * średnica (mm): \n  * wysokość (mm): 150\n  * szerokość (mm): 110\n  * głębokość (mm): 110\n  * ilość źródeł / rodzaj trzonka: 1 x GU10 35W\n  * max moc źródła: 35 W\n  * napięcie: 230\n  * źródło w zestawie: brak\n  * kolor lampy: Czarny mat\n  * materiał: aluminium/szkło\n  * IP: 67","Specyficzne kody","Lutec","BERLIN STOJĄCA","8892","135.3","Strona główna","Oświetlenie","Lampy zewnętrzne","Stojące zewnętrzne","BERLIN STOJĄCA","https://jasniej.com/19909-large_01resp/berlin-stojaca.jpg","https://jasniej.com/19909-medium_01resp/berlin-stojaca.jpg","https://jasniej.com/19910-medium_01resp/berlin-stojaca.jpg","https://jasniej.com/19911-medium_01resp/berlin-stojaca.jpg","","",""
"10 dni","Producent: Lutec  \nNazwa: PERI  \nSymbol: 7629001341  \nParametry\n\n  * średnica (mm): \n  * wysokość (mm): 100\n  * szerokość (mm): 117\n  * głębokość (mm): 117\n  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. 36W 3200lm 5000K\n  * max moc źródła: 36 W\n  * napięcie: 230\n  * źródło w zestawie: LED zintegr.\n  * kolor lampy: Żółty\n  * materiał: tworzywo/tworzywo\n  * IP: 44","Specyficzne kody","Lutec","PERI STOJĄCA","8890","451.41","Strona główna","Oświetlenie","Lampy zewnętrzne","Stojące zewnętrzne","PERI STOJĄCA","https://jasniej.com/19903-large_01resp/peri-stojaca.jpg","https://jasniej.com/19903-medium_01resp/peri-stojaca.jpg","https://jasniej.com/19904-medium_01resp/peri-stojaca.jpg","https://jasniej.com/19905-medium_01resp/peri-stojaca.jpg","","",""
"10 dni","Producent: Lutec  \nNazwa: PERI  \nSymbol: 7629002426  \nParametry\n\n  * średnica (mm): \n  * wysokość (mm): 109\n  * szerokość (mm): 140\n  * głębokość (mm): 140\n  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. 92W 7000lm 5000K\n  * max moc źródła: 92 W\n  * napięcie: 230\n  * źródło w zestawie: LED zintegr.\n  * kolor lampy: Pomarańczowy\n  * materiał: aluminium/tworzywo\n  * IP: 54","Specyficzne kody","Lutec","PERI STOJĄCA","8889","811.8","Strona główna","Oświetlenie","Lampy zewnętrzne","Stojące zewnętrzne","PERI STOJĄCA","https://jasniej.com/19900-large_01resp/peri-stojaca.jpg","https://jasniej.com/19900-medium_01resp/peri-stojaca.jpg","https://jasniej.com/19901-medium_01resp/peri-stojaca.jpg","https://jasniej.com/19902-medium_01resp/peri-stojaca.jpg","","",""
"10 dni","Producent: Lutec  \nNazwa: BERLIN  \nSymbol: 7700513012  \nParametry\n\n  * średnica (mm): \n  * wysokość (mm): 150\n  * szerokość (mm): 110\n  * głębokość (mm): 110\n  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. 5W 180lm 4000K\n  * max moc źródła: 5 W\n  * napięcie: 230\n  * źródło w zestawie: LED zintegr.\n  * kolor lampy: Czarny mat\n  * materiał: aluminium/szkło\n  * IP: 67","Specyficzne kody","Lutec","BERLIN STOJĄCA","8891","226.32","Strona główna","Oświetlenie","Lampy zewnętrzne","Stojące zewnętrzne","BERLIN STOJĄCA","https://jasniej.com/19906-large_01resp/berlin-stojaca.jpg","https://jasniej.com/19906-medium_01resp/berlin-stojaca.jpg","https://jasniej.com/19907-medium_01resp/berlin-stojaca.jpg","https://jasniej.com/19908-medium_01resp/berlin-stojaca.jpg","","",""
